NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Weblink,Weblink Justification,Waived,Modified Date
21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,https://github.com/whatcomtrans/publicwtadata/raw/master/GTFS/wta_gtfs_latest.zip,,,2024-05-10
22,City of Pocatello,Reduced Reporter,Urban,MB,DO,https://pocatellotransit.com/gtfs/pocatello-regional-transit-gtfs.zip?v=current,,,2024-02-07
23,City of Seattle,Full Reporter,Urban,MG,PT,https://raw.githubusercontent.com/Seattle-Monorail-Services/gtfs/main/96_gtfs.zip,,,2024-04-30
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,https://c-tran.com/images/Google/GoogleTransitUpload.zip,,,2024-05-10
25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,https://www.cherriots.org/media/doc/gtfs.zip,,,2024-04-18
25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,https://www.cherriots.org/media/doc/gtfs.zip,,,2024-04-18
28,County of Pierce,Full Reporter,Urban,FB,PT,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",,2024-05-20
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,https://www.communitytransit.org/docs/default-source/open-data/gtfs/current.zip?sfvrsn=988306d7_35,,,2024-01-17
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,https://www.communitytransit.org/docs/default-source/open-data/gtfs/current.zip?sfvrsn=988306d7_35,,,2024-01-17
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,https://www.communitytransit.org/docs/default-source/open-data/gtfs/current.zip?sfvrsn=988306d7_35,,,2024-01-17
31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,MB,DO,,,True,
33,Senior Services of Snohomish County,Reduced Reporter,Urban,MB,DO,,,True,
34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO,https://data.trilliumtransit.com/gtfs/rvtd-or-us/rvtd-or-us.zip,,,2024-01-10
35,Washington State Ferries,Full Reporter,Urban,FB,DO,https://business.wsdot.wa.gov/Transit/csv_files/wsf/google_transit.zip,,,2024-01-19
36,Makah Tribal Council,Reduced Reporter,Tribe,MB,DO,https://data.trilliumtransit.com/gtfs/makah-wa-us/makah-wa-us.zip,,,2024-04-22
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,https://www.soundtransit.org/GTFS-KCM/google_transit.zip,,,2023-09-29
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,https://www.soundtransit.org/GTFS-PT/gtfs.zip,,,2023-09-29
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,https://www.soundtransit.org/GTFS-CT/current.zip,,,2023-09-29
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,https://www.soundtransit.org/GTFS-rail/40_gtfs.zip,,,2023-09-29
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,https://www.soundtransit.org/GTFS-KCM/google_transit.zip,,,2023-09-29
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,MB,PT,,,,
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,RB,PT,,,,
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,https://www.soundtransit.org/GTFS-rail/40_gtfs.zip,,,2023-09-29
41,Alaska Railroad Corporation,Full Reporter,Urban,AR,DO,https://www.alaskarailroad.com/sites/default/files/GTFS/GTFS-20240419.zip,,,2024-05-17
43,Chelan Douglas PTBA ,Full Reporter,Urban,MB,DO,https://link.rideralerts.com/InfoPoint/gtfs-zip.ashx,,,2024-04-30
44,Skagit Transit,Full Reporter,Urban,CB,DO,https://strweb.skagittransit.org/GTFS/google_transit.zip,,,2024-05-29
44,Skagit Transit,Full Reporter,Urban,MB,DO,https://strweb.skagittransit.org/GTFS/google_transit.zip,,,2024-05-28
45,Fairbanks North Star Borough ,Reduced Reporter,Urban,MB,DO,https://www.fnsb.gov/DocumentCenter/View/690/General-Transit-Feed-Specification-ZIP,,,2024-04-22
46,City of Wilsonville,Full Reporter,Urban,MB,DO,https://mysmartbus.com/gtfs,,,2023-12-29
47,City of Corvallis,Reduced Reporter,Urban,MB,PT,http://www.corvallistransit.com/rtt/public/resource/gtfs.zip,,,2023-11-29
48,City of Lewiston,Reduced Reporter,Urban,MB,DO,https://data.trilliumtransit.com/gtfs/asotincounty-wa-us/asotincounty-wa-us.zip,,,2024-02-08
51,Asotin County Public Transportation Benefit Area,Reduced Reporter,Urban,MB,DO,https://data.trilliumtransit.com/gtfs/asotincounty-wa-us/asotincounty-wa-us.zip,,,2024-01-31
53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,MB,DO,,,True,
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,CB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/cascadeseast-or-us/cascadeseast-or-us.zip,,,2023-10-06
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/cascadeseast-or-us/cascadeseast-or-us.zip,,,2023-10-06
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,PT,https://oregon-gtfs.trilliumtransit.com/gtfs_data/cascadeseast-or-us/cascadeseast-or-us.zip,,,2023-10-06
58,City of Portland,Full Reporter,Urban,SR,PT,https://developer.trimet.org/schedule/gtfs.zip,,,2024-01-19
58,City of Portland,Full Reporter,Urban,TR,PT,https://developer.trimet.org/schedule/gtfs.zip,,,2024-01-19
59,Josephine County,Reduced Reporter,Urban,CB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/josephinecounty-or-us/josephinecounty-or-us.zip,,,2023-10-17
59,Josephine County,Reduced Reporter,Urban,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/josephinecounty-or-us/josephinecounty-or-us.zip,,,2023-10-17
60,The Tulalip Tribes of Washington,Reduced Reporter,Tribe,MB,DO,,,True,
61,City of Albany,Reduced Reporter,Urban,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/albanytransit-or-us/albanytransit-or-us.zip,,,2023-11-08
63,City of Milton-Freewater,Rural Reporter,Rural,MB,PT,https://oregon-gtfs.trilliumtransit.com/gtfs_data/ctuir-or-us/ctuir-or-us.zip,,,2024-04-23
64,Valley Transit,Reduced Reporter,Urban,MB,DO,https://itransitnw.com/rtt/public/resource/gtfs.zip,,,2024-01-22
65,Benton County,Reduced Reporter,Urban,CB,PT,https://bat.bentoncountyor.gov/wp-content/uploads/2024/01/benton-or-us.zip,,,2024-03-22
85,Gulkana Village Council,Reduced Reporter,Tribe,MB,DO,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",,2024-02-23
95,Lummi Nation,Reduced Reporter,Tribe,MB,DO,,,True,
103,Squaxin Island Tribe,Reduced Reporter,Tribe,MB,DO,https://data.trilliumtransit.com/gtfs/squaxinisland-wa-us/squaxinisland-wa-us.zip,,,2024-04-02
111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,MB,DO,,,True,
119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,CB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/ctuir-or-us/ctuir-or-us.zip,,,2023-10-17
119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/ctuir-or-us/ctuir-or-us.zip,,,2023-10-17
135,Nez Perce Tribe,Reduced Reporter,Tribe,MB,DO,,,True,
199,Seldovia Village Tribe,Reduced Reporter,Tribe,FB,DO,https://seldoviabayferry.com/sbf_gtfs.zip,,,2024-04-10
207,Spokane Tribe of Indians,Reduced Reporter,Tribe,MB,DO,,,True,
285,Thurston Regional Planning Council,Rural Reporter,Rural,MB,PT,https://data.trilliumtransit.com/gtfs/thurston-wa-us/thurston-wa-us.zip,,,2024-03-27
286,Rural Resources Community Action,Rural Reporter,Rural,CB,DO,https://data.trilliumtransit.com/gtfs/ruralresources-wa-us/ruralresources-wa-us.zip,,,2024-03-20
287,People for People Moses Lake,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/pfp-wa-us/pfp-wa-us.zip,,,2024-03-28
294,City of Pullman,Rural Reporter,Rural,MB,DO,https://pullmanbusbeacon.com/gtfs,,,2024-03-19
296,Tillamook County Transportation District,Rural Reporter,Rural,CB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/tillamookcounty-or-us/tillamookcounty-or-us.zip,,,2023-10-12
296,Tillamook County Transportation District,Rural Reporter,Rural,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/tillamookcounty-or-us/tillamookcounty-or-us.zip,,,2023-10-12
297,People for People Yakima,Reduced Reporter,Urban,CB,DO,https://data.trilliumtransit.com/gtfs/pfp-wa-us/pfp-wa-us.zip,,,2024-06-21
297,People for People Yakima,Reduced Reporter,Urban,MB,DO,https://data.trilliumtransit.com/gtfs/pfp-wa-us/pfp-wa-us.zip,,,2024-06-26
298,Island Transit,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/islandtransit-wa-us/islandtransit-wa-us.zip,,,2024-04-19
299,Klickitat County Senior Services,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/mountadams-wa-us/mountadams-wa-us.zip,,,2024-03-27
301,South Clackamas Transportation District,Rural Reporter,Rural,MB,PT,,,,
303,Clallam Transit System,Rural Reporter,Rural,MB,DO,https://mjcaction.com/MJC_GTFS_Public/clallam_google_transit.zip,,,2024-03-29
307,Coos County Area Transit,Rural Reporter,Rural,CB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/cooscounty-or-us/cooscounty-or-us.zip,,,2023-10-05
307,Coos County Area Transit,Rural Reporter,Rural,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/cooscounty-or-us/cooscounty-or-us.zip,,,2023-10-05
308,Curry County Public Transit Service District,Rural Reporter,Rural,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/currypublictransit-or-us/currypublictransit-brookings-or-us.zip,,,2023-10-05
309,Grant County Transportation Authority,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/granttransit-wa-us/granttransit-wa-us.zip,,,2024-03-28
310,Lincoln County Transportation Service District,Rural Reporter,Rural,CB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/lincolncounty-or-us/lincolncounty-or-us.zip,,,2024-04-11
310,Lincoln County Transportation Service District,Rural Reporter,Rural,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/lincolncounty-or-us/lincolncounty-or-us.zip,,,2023-10-05
311,Mountain Rides Transportation Authority,Rural Reporter,Rural,MB,DO,https://apps.itd.idaho.gov/apps/pt/mrtagtfs.zip,,,2024-03-01
312,Hopesource,Rural Reporter,Rural,MB,DO,https://mjcaction.com/MJC_GTFS_Public/centraltransit_google_transit.zip,,,2024-03-27
313,Grant County Transportation District,Rural Reporter,Rural,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/peoplemover-or-us/peoplemover-or-us.zip,,,2023-10-05
314,Grays Harbor Transit,Rural Reporter,Rural,MB,DO,https://mjcaction.com/MJC_GTFS_Public/graysharbor_google_transit.zip,,,2024-03-26
315,Mason County Transportation Authority,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/mason-wa-us/mason-wa-us.zip,,,2024-03-29
316,Jefferson Transit,Rural Reporter,Rural,MB,DO,https://mjcaction.com/MJC_GTFS_Public/jefferson_google_transit.zip,,,2024-03-21
319,Hood River County Transportation District,Rural Reporter,Rural,CB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/hoodriver-or-us/hoodriver-or-us.zip,,,2023-10-05
319,Hood River County Transportation District,Rural Reporter,Rural,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/hoodriver-or-us/hoodriver-or-us.zip,,,2023-10-05
321,Yamhill County,Rural Reporter,Rural,CB,PT,http://ycta.connexionz.net/rtt/public/resource/gtfs.zip,,,2023-10-10
321,Yamhill County,Rural Reporter,Rural,MB,PT,http://ycta.connexionz.net/rtt/public/resource/gtfs.zip,,,2023-10-10
322,Pacific Transit,Rural Reporter,Rural,MB,DO,https://mjcaction.com/MJC_GTFS_Public/pacific_google_transit.zip,,,2024-03-27
323,Malheur Council on Aging and Community Services,Rural Reporter,Rural,CB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/mcacs-or-us/mcacs-or-us.zip,,,2023-10-17
323,Malheur Council on Aging and Community Services,Rural Reporter,Rural,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/mcacs-or-us/mcacs-or-us.zip,,,2023-10-17
327,Valley Transit,Reduced Reporter,Urban,MB,DO,,,True,
330,City of Canby,Reduced Reporter,Urban,MB,PT,https://oregon-gtfs.trilliumtransit.com/gtfs_data/canbytransit-or-us/canbytransit-or-us.zip,,,2023-11-16
331,Sunset Empire Transportation District,Rural Reporter,Rural,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/clatsopcounty-or-us/clatsopcounty-or-us.zip,,,2023-10-12
332,Okanogan County Transportation & Nutrition,Rural Reporter,Rural,MB,DO,https://business.wsdot.wa.gov/Transit/csv_files/TranGO/trango.zip,,,2024-04-19
336,Skamania County Senior Services,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/skamaniacounty-wa-us/skamaniacounty-wa-us.zip,,,2024-03-19
339,Basin Transit Service,Rural Reporter,Rural,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/basin-or-us/basin-or-us.zip,,,2023-10-11
341,Selkirks-Pend Oreille Transit Authority,Rural Reporter,Rural,MB,DO,https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11599/google_transit.zip,,,2024-03-05
343,Community Connection of Northeast Oregon,Rural Reporter,Rural,CB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/northeast-or-us/northeast-or-us.zip,,,2023-10-12
343,Community Connection of Northeast Oregon,Rural Reporter,Rural,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/northeast-or-us/northeast-or-us.zip,,,2023-10-12
345,Glacier Valley Transit,Rural Reporter,Rural,MB,PT,,,True,
347,"Regional Public Transportation, Inc.",Rural Reporter,Rural,MB,DO,https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11599/google_transit.zip,,,2024-03-07
348,"Senior Citizens of Sweet Home, Inc.",Rural Reporter,Rural,CB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/albanytransit-or-us/albanytransit-or-us.zip,,,2023-10-12
348,"Senior Citizens of Sweet Home, Inc.",Rural Reporter,Rural,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/albanytransit-or-us/albanytransit-or-us.zip,,,2023-10-12
358,Ketchikan Gateway Borough,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/kgb-ak-us/kgb-ak-us.zip,,,2024-05-22
359,City of Pendleton,Rural Reporter,Rural,MB,PT,https://oregon-gtfs.trilliumtransit.com/gtfs_data/pendleton-or-us/pendleton-or-us.zip,,,2023-10-05
360,City of Woodburn,Rural Reporter,Rural,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/woodburn-or-us/woodburn-or-us.zip,,,2023-10-12
363,Clackamas County ,Reduced Reporter,Urban,CB,PT,,,,
363,Clackamas County ,Reduced Reporter,Urban,MB,PT,https://oregon-gtfs.trilliumtransit.com/gtfs_data/clackamascounty-or-us/clackamascounty-or-us.zip,,,2024-09-17
364,Lewis County Transit,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/twintransit-wa-us/twintransit-wa-us.zip,,,2024-03-29
368,Lower Columbia Community Action Council,Rural Reporter,Rural,CB,DO,https://data.trilliumtransit.com/gtfs/lowercolumbiacap-wa-us/lowercolumbiacap-wa-us.zip,,,2024-03-27
371,Wahkiakum County,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/wotm-wa-us/wotm-wa-us.zip,,,2024-03-19
373,Treasure Valley Transit,Reduced Reporter,Urban,MB,DO,,,True,
374,Harney County,Rural Reporter,Rural,MB,PT,https://oregon-gtfs.trilliumtransit.com/gtfs_data/harneycounty-or-us/harneycounty-or-us.zip,,,2023-10-17
374,Harney County,Rural Reporter,Rural,MB,PT,https://oregon-gtfs.trilliumtransit.com/gtfs_data/harneycounty-or-us/harneycounty-or-us.zip,,,2023-10-05
375,Columbia County,Rural Reporter,Rural,CB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/columbiacounty-or-us/columbiacounty-or-us.zip,,,2023-10-05
376,"Ride Connection, Inc.",Full Reporter,Urban,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/rideconnection-or-us/rideconnection-or-us.zip,,,2023-09-05
377,City of Lebanon,Rural Reporter,Rural,CB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/albanytransit-or-us/albanytransit-or-us.zip,,,2023-11-30
377,City of Lebanon,Rural Reporter,Rural,MB,DO,https://oregon-gtfs.trilliumtransit.com/gtfs_data/albanytransit-or-us/albanytransit-or-us.zip,,,2023-10-12
382,Inter-Island Ferry Authority,Rural Reporter,Rural,FB,DO,http://data.trilliumtransit.com/gtfs/interisland-ak-us/interisland-ak-us.zip,,,2024-02-28
386,Special Mobility Services,Rural Reporter,Rural,MB,DO,https://data.trilliumtransit.com/gtfs/specialmobilityservices-wa-us/specialmobilityservices-wa-us.zip,,,2024-03-13
387,City of Bethel,Rural Reporter,Rural,MB,DO,https://bethel.govoffice.com/vertical/Sites/%7B86032ACB-92B0-4505-919A-3F45B84FECD9%7D/uploads/bts_gtfs.zip,,,2024-03-14
389,City of Sandy,Rural Reporter,Rural,CB,PT,https://oregon-gtfs.trilliumtransit.com/gtfs_data/sandy-or-us/sandy-or-us.zip,,,2023-10-12
389,City of Sandy,Rural Reporter,Rural,MB,PT,https://oregon-gtfs.trilliumtransit.com/gtfs_data/sandy-or-us/sandy-or-us.zip,,,2023-10-12
391,City and Borough of Juneau,Rural Reporter,Rural,MB,DO,http://data.trilliumtransit.com/gtfs/cityandboroughofjuneau-ak-us/cityandboroughofjuneau-ak-us.zip,,,2023-11-10
396,Mid-Columbia Economic Development District,Rural Reporter,Rural,MB,DO,https://oregon-gtfs.com/gtfs_data/mcedd-or-us/mcedd-or-us.zip,,,2023-10-10
400,Gwichyaa Zhee Tribal Transit Service,Reduced Reporter,Tribe,MB,DO,,,True,
401,Lower Elwha Klallam Tribe,Reduced Reporter,Tribe,MB,DO,https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11730/google_transit.zip,,,2024-03-28
404,Shoshone County,Rural Reporter,Rural,MB,PT,https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11688/shoshone-idaho-id-us.zip,,,2024-03-12
405,Okanogan County Transit Authority,Rural Reporter,Rural,MB,DO,https://business.wsdot.wa.gov/Transit/csv_files/TranGO/trango.zip,,,2024-04-25
407,Muckleshoot Indian Tribe,Reduced Reporter,Tribe,MB,DO,http://www.muckleshoottransit.ridesystems.net/routes,,True,2024-05-23
407,Muckleshoot Indian Tribe,Reduced Reporter,Tribe,MB,DO,,"This agency provided the GTFS as a zip file instead of a public weblink, providing justification for why it could not be hosted. Please contact the agency if you need to access this file.",True,2024-04-30
414,Ninilchik Village,Reduced Reporter,Tribe,MB,DO,,,True,
416,Boise State University,Reduced Reporter,Urban,MB,DO,https://drive.google.com/file/d/1Q0Q57dhGhU_7mdHejHyYzv2vJvqRIinr/view?ts=6564e025,,,2023-11-27
459,Umpqua Public Transportation District,Rural Reporter,Rural,CB,PT,https://oregon-gtfs.trilliumtransit.com/gtfs_data/umpquatransit-or-us/umpquatransit-or-us.zip,,,2023-11-30
459,Umpqua Public Transportation District,Rural Reporter,Rural,MB,PT,https://oregon-gtfs.trilliumtransit.com/gtfs_data/umpquatransit-or-us/umpquatransit-or-us.zip,,,2023-10-05
460,Craig Tribal Association,Reduced Reporter,Tribe,MB,DO,,,True,
464,Lane Council of Governments,Rural Reporter,Rural,MB,PT,https://oregon-gtfs.trilliumtransit.com/gtfs_data/albanytransit-or-us/albanytransit-or-us.zip,,,2024-01-25
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,MB,DO,https://ripta.com/RIPTA-GTFS.zip,,,2023-09-29
10002,Manchester Transit Authority,Reduced Reporter,Urban,MB,DO,http://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/7841/MTA_GTFS_October_2023.zip,,,2023-11-16
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,CR,PT,https://www.mbta.com/developers/gtfs,,,2023-10-20
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,FB,PT,https://www.mbta.com/developers/gtfs,,,2023-10-20
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,HR,DO,https://www.mbta.com/developers/gtfs,,,2023-10-20
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,LR,DO,https://www.mbta.com/developers/gtfs,,,2023-10-20
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,MB,DO,https://www.mbta.com/developers/gtfs,,,2023-10-20
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,MB,PT,https://www.mbta.com/developers/gtfs,,,2023-10-20
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,RB,DO,https://www.mbta.com/developers/gtfs,,,2023-10-20
10004,Brockton Area Transit Authority,Full Reporter,Urban,MB,PT,https://passio3.com/brockton/passioTransit/gtfs/google_transit.zip,,,2023-10-26
10005,Lowell Regional Transit Authority,Full Reporter,Urban,MB,PT,https://data.trilliumtransit.com/gtfs/lowell-ma-us/lowell-ma-us.zip,,,2024-01-09
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,MB,PT,https://data.trilliumtransit.com/gtfs/srta-ma-us/srta-ma-us.zip,,,2023-10-03
10007,Berkshire Regional Transit Authority,Full Reporter,Urban,MB,PT,https://data.trilliumtransit.com/gtfs/berkshire-ma-us/berkshire-ma-us.zip,,,2023-11-09
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,MB,PT,https://www.pvta.com/g_trans/google_transit.zip,,,2024-02-26
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,MB,PT,https://data.trilliumtransit.com/gtfs/merrimackvalley-ma-us/merrimackvalley-ma-us.zip,,,2023-12-14
10014,Worcester Regional Transit Authority,Full Reporter,Urban,MB,DO,https://www.dropbox.com/scl/fi/e9yedayqpyo7ny0xrhz8q/Aug23GTFSExport.zip?rlkey=z1jubf8is1op8uwblnihq14jm&dl=0,,,2023-10-10
10015,Lewiston-Auburn Transit Committee,Reduced Reporter,Urban,MB,PT,https://www.avcog.org/DocumentCenter/View/5106,,,2024-02-21
10016,Greater Portland Transit District,Full Reporter,Urban,MB,DO,http://www.smttracker.com/downloads/gtfs/greater-portland-me.zip,,,2024-05-23
10040,Southeast Area Transit District,Full Reporter,Urban,MB,DO,https://gtfs.remix.com/seat_preston_ct_us.zip,,,2023-12-01
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,CB,PT,https://www.cttransit.com/sites/default/files/gtfs/googlect_transit.zip,,,2023-12-13
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,MB,PT,https://www.cttransit.com/sites/default/files/gtfs/googlect_transit.zip,,,2023-12-13
