onestop_id,spec,urls.static_current,urls.realtime_vehicle_positions,urls.realtime_trip_updates,urls.realtime_alerts,agencies,last_fetch_at,last_fetch_success,last_fetch_response_code,last_ok_fetch_at,last_ok_fetch_success,last_ok_fetch_response_code,most_recent_feed_version_sha1,most_recent_feed_version_fetched_at,tag_status,tag_unstable_url,tag_manual_import,adm0_name0,adm1_name0,adm0_name1,adm1_name1,adm0_name2,adm1_name2,adm0_name3,adm1_name3,adm0_name4,adm1_name4
f-drk-cttransit~hartford,GTFS,https://www.cttransit.com/sites/default/files/gtfs/googlect_transit.zip,,,,"CTtransit - Express, CTTransit - Waterbury, CTTransit - New Britain, CTTransit- Stamford, CTTransit- New Haven, CTTransit- Hartford",2025-01-18T01:26:17.559679Z,True,200,2025-01-18T01:26:17.559679Z,True,200,6433ba5509c51403d99119f40d1f68857dda79e5,2025-01-08T05:50:44.441296Z,,,,United States of America,Connecticut,United States of America,New York,,,,,,
f-c28-nstranslinkca,GTFS,http://gtfs.translink.ca/static/latest,,,,"TransLink, TransLink, TransLink",2025-01-17T19:20:12.720496Z,True,200,2025-01-17T19:20:12.720496Z,True,200,f4e59006545dc5761bb745d0a0829ae48b8d18c3,2025-01-17T18:22:20.739562Z,,,,Canada,British Columbia,,,,,,,,
f-9xj-rtd,GTFS,https://www.rtd-denver.com/files/gtfs/google_transit.zip,,,,Regional Transportation District,2025-01-17T14:54:29.834881Z,True,200,2025-01-17T14:54:29.834881Z,True,200,d9e71c6580914f15f2c16a02dcd9b3401f5ec377,2025-01-16T12:01:41.144872Z,,,,United States of America,Colorado,,,,,,,,
f-drt-mbta,GTFS,https://cdn.mbta.com/MBTA_GTFS.zip,,,,"Cape Cod Regional Transit Authority, MBTA",2025-01-17T18:12:26.06161Z,True,200,2025-01-17T18:12:26.06161Z,True,200,f0047eec8c7a4146e9c75c5e14a3bdf551d8a4df,2025-01-17T17:36:09.514372Z,,,,United States of America,Massachusetts,,,,,,,,
f-9pp-humboldtcounty~ca~us,GTFS,https://data.trilliumtransit.com/gtfs/humboldtcounty-ca-us/humboldtcounty-ca-us.zip,,,,"Redwood Transit System, Samoa Transit System, Blue Lake Rancheria Transit System, Arcata & Mad River Transit System, Eureka Transit Service, Redwood Transit System",2025-01-17T06:01:11.246831Z,True,200,2025-01-17T06:01:11.246831Z,True,200,f30211e6c6fd559253141f689bf66a52509dfef8,2024-12-26T14:42:19.016091Z,,,,United States of America,California,,,,,,,,
f-dq9-hrt,GTFS,https://gtfs.gohrt.com/gtfs/google_transit.zip,,,,Hampton Roads Transit (HRT),2025-01-17T18:42:07.267045Z,True,200,2025-01-17T18:42:07.267045Z,True,200,9adfc2d11bc207e8fb9a8c514a6ee0fc5ed5e75f,2024-11-01T00:19:17.519841Z,,,,United States of America,Virginia,,,,,,,,
f-c23-metrokingcounty,GTFS,http://metro.kingcounty.gov/GTFS/google_transit.zip,,,,"Metro Transit, Sound Transit, City of Seattle",2025-01-17T20:34:27.873119Z,True,200,2025-01-17T20:34:27.873119Z,True,200,9da0e821854fb911655f2ac8d5ed2e6c6e66c490,2024-12-31T14:18:41.904559Z,,,,United States of America,Washington,,,,,,,,
f-dp3-cta,GTFS,https://www.transitchicago.com/downloads/sch_data/google_transit.zip,,,,Chicago Transit Authority,2025-01-17T20:11:44.141965Z,True,200,2025-01-17T20:11:44.141965Z,True,200,932a78daf39e7cdf9009020f0e03b8cb57230b0a,2024-12-19T12:50:51.550842Z,,,,United States of America,Illinois,,,,,,,,
f-69y7-recursosdatabuenosairesgobar,GTFS,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/sbase/subte-gtfs/subte-gtfs-zip.zip,,,,Subte de Buenos Aires,2025-01-18T00:17:53.260239Z,True,,2025-01-18T00:17:53.260239Z,True,,f0e4a2e6333deb241ee2cf784c2e65bd3c8fd6ce,2023-04-12T14:25:21.236043Z,,,,Argentina,Ciudad de Buenos Aires,,,,,,,,
f-dhvrs-bullrunner,GTFS,https://passio3.com/usf/passioTransit/gtfs/google_transit.zip,,,,USF Bull Runner,2025-01-18T00:06:57.960715Z,False,404,2022-06-17T23:00:44.416873Z,True,200,b5fc9c736b9a3f795d9115ec6c900f8f3c7ae393,2020-10-29T00:03:14.112208Z,,,,United States of America,Florida,,,,,,,,
f-dr5r-mtabc,GTFS,http://web.mta.info/developers/data/busco/google_transit.zip,,,,MTA Bus Company,2025-01-17T15:02:04.641336Z,True,200,2025-01-17T15:02:04.641336Z,True,200,a4341547f846d8e514ab193871bbf8e279fdb437,2025-01-01T06:40:19.85058Z,,,,United States of America,New York,,,,,,,,
f-9qqj-rtcsnv,GTFS,https://developer.rtcsnv.com/transitData/google_transit.zip,,,,Regional Transportation Commission of Southern Nevada,2025-01-17T17:14:57.55112Z,True,200,2025-01-17T17:14:57.55112Z,True,200,9d2585e4e4669c039ec46c142f448d4c7289f79f,2025-01-17T16:36:06.408715Z,,,,United States of America,Nevada,,,,,,,,
f-dr7-mtanyc~metro~north,GTFS,http://web.mta.info/developers/data/mnr/google_transit.zip,,,,Metro-North Railroad,2025-01-17T18:26:19.040803Z,True,200,2025-01-17T18:26:19.040803Z,True,200,e716fd7920499b0295f78ddfb57c42e4b357e1b0,2025-01-17T18:14:12.57306Z,,,,United States of America,New York,United States of America,Connecticut,,,,,,
f-dr5-mtanyclirr,GTFS,http://web.mta.info/developers/data/lirr/google_transit.zip,,,,Long Island Rail Road,2025-01-17T19:05:00.509937Z,True,200,2025-01-17T19:05:00.509937Z,True,200,eaff08bb66b6752742b9487a21167aad4c556d75,2025-01-16T16:32:59.011727Z,,,,United States of America,New York,,,,,,,,
f-drt8-nps~boha~ferries,GTFS,http://nationalparkservice.github.io/nps-gtfs/boha/ferries/gtfs.zip,,,,Boston Harbor Islands National and State Park,2025-01-17T16:40:04.027044Z,False,404,2024-03-15T19:09:55.539431Z,True,200,1d3f05edbdf6174b2ebae89169ecd01266e663a1,2018-05-29T02:02:23.089668Z,,,,United States of America,Massachusetts,,,,,,,,
f-dpmf-nps~cuva~scenic~rail,GTFS,http://nationalparkservice.github.io/nps-gtfs/cuva/scenic-rail/gtfs.zip,,,,Cuyahoga Valley Scenic Railroad,2025-01-17T08:33:57.97557Z,False,404,2024-03-15T19:38:49.997548Z,True,200,1860427f0a4be6418488befec0830ef3fef1b8af,2018-06-02T00:00:13.227518Z,,,,United States of America,Ohio,,,,,,,,
f-9xhv-nps~romo~shuttles,GTFS,https://data.trilliumtransit.com/gtfs/rockymountainnationalpark-co-us/rockymountainnationalpark-co-us.zip,,,,Rocky Mountain National Park Shuttles,2025-01-17T11:06:50.62543Z,True,200,2025-01-17T11:06:50.62543Z,True,200,a1740dadbbf1b06e08bd7e1c5ce60b1ff68728b6,2025-01-10T22:38:49.461126Z,,,,United States of America,Colorado,,,,,,,,
f-9g3-semovi,GTFS,https://datos.cdmx.gob.mx/dataset/75538d96-3ade-4bc5-ae7d-d85595e4522d/resource/32ed1b6b-41cd-49b3-b7f0-b57acb0eb819/download/gtfs-2.zip,,,,"Tren El Insurgente, Pumabús, Corredores Concesionados, Sistema de Transporte Colectivo Metro, Metrobús, Servicio de Tren Ligero, Ferrocarriles Suburbanos, Trolebús, Red de Transporte de Pasajeros, Cablebus",2025-01-17T23:59:12.063953Z,True,200,2025-01-17T23:59:12.063953Z,True,200,cd1b24bbe75165830da3640227e0e3ca06fdc076,2024-12-20T18:31:24.761211Z,,,,Mexico,Distrito Federal,Mexico,México,,,,,,
f-dpmg-rta,GTFS,http://www.riderta.com/sites/default/files/gtfs/latest/google_transit.zip,,,,Greater Cleveland Regional Transit Authority,2025-01-17T19:30:44.399329Z,True,200,2025-01-17T19:30:44.399329Z,True,200,372667cbbf410c5e9115b71940a3dd6f73e999ff,2024-12-19T13:28:37.427266Z,,,,United States of America,Ohio,,,,,,,,
f-9x0-uta,GTFS,https://gtfsfeed.rideuta.com/GTFS.zip,,,,Utah Transit Authority,2025-01-17T12:40:31.818819Z,True,200,2025-01-17T12:40:31.818819Z,True,200,875f76da214848f8f67f48bacb0eb1cd19519c04,2025-01-17T11:42:53.995722Z,,,,United States of America,Utah,,,,,,,,
f-u0pv-ttesercizio,GTFS,https://www.trentinotrasporti.it/opendata/google_transit_urbano_tte.zip,,,,Trentino trasporti S.p.A.,2025-01-17T20:12:11.71548Z,True,200,2025-01-17T20:12:11.71548Z,True,200,f25e9dfcc59c374fa12bfa01dc6bc67a55418206,2025-01-09T03:53:48.858281Z,,,,Italy,Trento,,,,,,,,
f-s-anm~it,GTFS,https://www.anm.it/google/google-transit.zip,,,,"Azienda Napoletana Mobilità, Trenitalia",2025-01-17T07:16:20.001018Z,False,403,2024-02-13T13:18:01.023149Z,True,200,ff7476c2c58adf6f3f4f1d254b500c28ef48a180,2024-02-05T09:50:17.327862Z,,,,Italy,Napoli,,,,,,,,
f-9q5-metro~losangeles,GTFS,https://gitlab.com/LACMTA/gtfs_bus/raw/master/gtfs_bus.zip,,,,Metro - Los Angeles,2025-01-18T02:20:35.804114Z,True,200,2025-01-18T02:20:35.804114Z,True,200,47bec96ac69b21d725e6d32311b46aae58bcd327,2024-12-15T09:43:16.902725Z,,,,United States of America,California,,,,,,,,
f-drk-pvta,GTFS,http://www.pvta.com/g_trans/google_transit.zip,,,,PVTA,2025-01-17T21:36:31.420413Z,True,200,2025-01-17T21:36:31.420413Z,True,200,9670211082ec60f5b8e6fb815230c63c5947a9a1,2025-01-08T03:35:44.223103Z,,,,United States of America,Massachusetts,,,,,,,,
f-9qce-sacramentoregionaltransit,GTFS,https://iportal.sacrt.com/gtfs/SRTD/google_transit.zip,,,,Sacramento Regional Transit,2025-01-18T01:26:57.33293Z,True,200,2025-01-18T01:26:57.33293Z,True,200,834e703d5fc1471c29e80dc898631e15ce2ab907,2024-12-05T14:21:32.442287Z,,,,United States of America,California,,,,,,,,
f-9qdc-gis4ufresnogov,GTFS,https://gis4u.fresno.gov/downloads/zip/fax_gtfs.zip,,,,Fresno Area Express,2025-01-17T20:42:20.851278Z,True,200,2025-01-17T20:42:20.851278Z,True,200,fbe7ae636137a49421bab82d8c4d98f4e6bc545c,2025-01-08T02:24:48.364942Z,,,,United States of America,California,,,,,,,,
f-9qc-sanjoaquinrtd,GTFS,https://sanjoaquinrtd.com/RTD-GTFS/RTD-GTFS.zip,,,,San Joaquin Regional Transit District (RTD),2025-01-17T17:14:40.635178Z,True,200,2025-01-17T17:14:40.635178Z,True,200,8cc13ea7688c473bc2e8681e6cbb02e95d3cc773,2025-01-16T14:16:25.74542Z,,,,United States of America,California,,,,,,,,
f-9q7-getbus,GTFS,http://eta.getbus.org/rtt/public/utility/gtfs.aspx,,,,Golden Empire Transit District,2025-01-17T16:48:49.35008Z,True,200,2025-01-17T16:48:49.35008Z,True,200,0b51772e2b0fff5c92510310e734fe5f427747f1,2025-01-17T15:51:16.713079Z,,,,United States of America,California,,,,,,,,
f-9qd-yosemite~ca~us,GTFS,https://data.trilliumtransit.com/gtfs/yosemite-ca-us/yosemite-ca-us.zip,,,,Yosemite Area Regional Transportation System,2025-01-18T00:00:44.208421Z,True,200,2025-01-18T00:00:44.208421Z,True,200,38ad26067983167c6c6accaa8ef4242fcf561bd5,2024-12-18T15:08:57.067486Z,,,,United States of America,California,,,,,,,,
f-c28-islandtransit,GTFS,https://data.trilliumtransit.com/gtfs/islandtransit-wa-us/islandtransit-wa-us.zip,,,,Island Transit,2025-01-17T19:20:53.796434Z,True,200,2025-01-17T19:20:53.796434Z,True,200,158c0d0098794516e4e0c2caaa300d9e5f9c08e9,2025-01-16T16:17:14.467761Z,,,,United States of America,Washington,,,,,,,,
f-dqcj-fairfaxconnector,GTFS,https://www.fairfaxcounty.gov/connector/sites/connector/files/Assets/connector_gtfs.zip,,,,Fairfax Connector,2025-01-17T23:52:14.396443Z,True,200,2025-01-17T23:52:14.396443Z,True,200,16087c21ee789ac1bfb5fd77f972eef5f275b171,2025-01-11T10:24:57.738132Z,,,,United States of America,Virginia,United States of America,District of Columbia,,,,,,
f-f25f-rseaudetransportdelongueuil,GTFS,https://www.rtl-longueuil.qc.ca/transit/latestfeed/RTL.zip,,,,Réseau de transport de Longueuil,2025-01-17T21:20:26.29655Z,True,200,2025-01-17T21:20:26.29655Z,True,200,922bb88e2239d9ff2e34aa68dbb391208a2917ed,2024-11-19T22:51:29.133535Z,,,,Canada,Québec,,,,,,,,
f-dng1-transitauthorityofrivercity,GTFS,http://googletransit.ridetarc.org/feed/google_transit.zip,,,,Transit Authority of River City,2025-01-17T19:08:46.155868Z,True,200,2025-01-17T19:08:46.155868Z,True,200,68fdb610a832fcbccdc7aeed32bdb4f43d96ae12,2024-12-17T08:43:01.927541Z,,,,United States of America,Kentucky,United States of America,Indiana,,,,,,
f-dngb-lextran,GTFS,https://mystop.lextran.com/InfoPoint/gtfs-zip.ashx,,,,Lextran,2025-01-17T07:28:19.547591Z,True,200,2025-01-17T07:28:19.547591Z,True,200,7d0da9fdfcf7c5a691a3c887d61fcc410d611a8f,2025-01-15T02:34:01.059788Z,,,,United States of America,Kentucky,,,,,,,,
f-dqc-virginiarailwayexpress,GTFS,https://gtfs.vre.org/containercdngtfsupload/google_transit.zip,,,,Virginia Railway Express,2025-01-17T21:01:58.535137Z,True,200,2025-01-17T21:01:58.535137Z,True,200,037bf2575c199489a4a6263244d5e41f009eb413,2025-01-17T20:34:32.620299Z,,,,United States of America,District of Columbia,United States of America,Virginia,,,,,,
f-c20-trimet,GTFS,http://developer.trimet.org/schedule/gtfs.zip,,,,"TriMet, Portland Streetcar, Portland Aerial Tram",2025-01-18T02:26:20.808764Z,True,200,2025-01-18T02:26:20.808764Z,True,200,56250254a575cb8d0e1eabfa3471cd7c8ae2d75f,2025-01-16T23:30:56.159131Z,,,,United States of America,Oregon,,,,,,,,
f-dr4e-patco,GTFS,http://www.ridepatco.org/developers/PortAuthorityTransitCorporation.zip,,,,Port Authority Transit Corporation,2025-01-17T18:11:08.518795Z,True,200,2025-01-17T18:11:08.518795Z,True,200,02af54d325ba1be28b740697c1f6b9f37e2a2887,2024-11-07T00:14:24.005906Z,,,,United States of America,New Jersey,United States of America,Pennsylvania,,,,,,
f-f25e-societedetransportdelaval,GTFS,https://www.stlaval.ca/datas/opendata/GTF_STL.zip,,,,Societe de transport de Laval,2025-01-17T22:34:37.234903Z,True,200,2025-01-17T22:34:37.234903Z,True,200,4512ff37558bfbd19a0afbea0608fd17597df44b,2025-01-17T21:37:51.312424Z,,,,Canada,Québec,,,,,,,,
f-dpz8-ttc,GTFS,http://opendata.toronto.ca/toronto.transit.commission/ttc-routes-and-schedules/OpenData_TTC_Schedules.zip,,,,TTC,2025-01-17T17:58:17.659071Z,True,200,2025-01-17T17:58:17.659071Z,True,200,2a3e57289a6b7a23c9f1dd1a6abcb24dbab54225,2024-12-27T01:15:19.547288Z,,,,Canada,Ontario,,,,,,,,
f-f25d-socitdetransportdemontral,GTFS,http://www.stm.info/sites/default/files/gtfs/gtfs_stm.zip,,,,Société de transport de Montréal,2025-01-17T15:00:09.26547Z,True,200,2025-01-17T15:00:09.26547Z,True,200,7a15a8eea968c3edbbfa6844adb3e7db8d8bce06,2024-12-12T20:35:06.016819Z,,,,Canada,Québec,,,,,,,,
f-u0nkbh2-aziendavaresinatrasporti,GTFS,http://www.avtvarese.it/google_transit.zip,,,,Azienda Varesina Trasporti,2025-01-17T22:36:28.486694Z,False,404,,,,36f176346197292795b27e0ba455a2a3ca5d07ad,2016-03-14T20:27:49.554873Z,,,,Italy,Varese,,,,,,,,
f-9qb-goldengatetransit,GTFS,https://realtime.goldengate.org/gtfsstatic/GTFSTransitData.zip,,,,,2025-01-17T19:32:47.428468Z,False,,2025-01-17T18:54:01.765441Z,True,200,131620d253548e71ccbea4cddf3c4568107b7d0c,2025-01-14T12:38:23.140526Z,,,,,,,,,,,,,
f-9qf-amador~ca~us,GTFS,https://data.trilliumtransit.com/gtfs/amador-ca-us/amador-ca-us.zip,,,,Amador Transit,2025-01-17T19:04:56.789531Z,True,200,2025-01-17T19:04:56.789531Z,True,200,2753879196dbb90ba5763aa7660cfde230922720,2025-01-11T07:15:32.457425Z,,,,United States of America,California,,,,,,,,
f-9qh0-anaheim~ca~us,GTFS,https://art.tripshot.com/v1/gtfs.zip?regionId=CA558DDC-D7F2-4B48-9CAC-DEEA1134F820,,,,ART,2025-01-17T23:02:58.701963Z,True,200,2025-01-17T23:02:58.701963Z,True,200,3f45b81a604b3a1c31977b1ef2721bc5dfb7c341,2025-01-17T22:08:27.818101Z,,,,United States of America,California,,,,,,,,
f-dnm6-asheville~nc~us,GTFS,https://data.trilliumtransit.com/gtfs/asheville-nc-us/asheville-nc-us.zip,,,,Asheville Rides Transit,2025-01-17T19:04:54.073639Z,True,200,2025-01-17T19:04:54.073639Z,True,200,08d0d95646fb80a09561faf45df7078a236f6577,2024-12-28T05:06:49.021571Z,,,,United States of America,North Carolina,,,,,,,,
f-drt-baystatecruisecompany~ma~us,GTFS,https://data.trilliumtransit.com/gtfs/baystatecruisecompany-ma-us/baystatecruisecompany-ma-us.zip,,,,Bay State Cruise Company,2025-01-17T14:51:48.610273Z,True,200,2025-01-17T14:51:48.610273Z,True,200,9b03ca0ac57ac6ae4df7cdb7f5e6599dde99b797,2024-09-04T04:16:23.441817Z,,,,United States of America,Massachusetts,,,,,,,,
f-9qhc-beaumont~ca~us,GTFS,https://data.trilliumtransit.com/gtfs/beaumont-ca-us/beaumont-ca-us.zip,,,,Beaumont Transit,2025-01-17T21:23:07.294687Z,True,200,2025-01-17T21:23:07.294687Z,True,200,526f76c1edc5db384e67bef08bb7ea11dff23d5f,2025-01-17T20:32:46.947787Z,,,,United States of America,California,,,,,,,,
f-dp89-beloittransit~wi~us,GTFS,,,,,Beloit Transit System,2024-10-28T21:16:52.819932Z,False,200,2024-02-08T17:45:00.048911Z,True,200,3e75b1f4ef346c82e9cb79c948ab3b18cdfae4d9,2023-04-28T17:00:47.959081Z,outdated,,,United States of America,Wisconsin,United States of America,Illinois,,,,,,
f-dre-berkshire~ma~us,GTFS,https://data.trilliumtransit.com/gtfs/berkshire-ma-us/berkshire-ma-us.zip,,,,Berkshire Regional Transit Authority,2025-01-17T18:54:11.835419Z,True,200,2025-01-17T18:54:11.835419Z,True,200,b845e660468f290e3c283e0d8a625d396be89903,2024-11-30T02:37:21.225175Z,,,,United States of America,Massachusetts,,,,,,,,
f-9qhf-bigbear~ca~us,GTFS,https://data.trilliumtransit.com/gtfs/bigbear-ca-us/bigbear-ca-us.zip,,,,Mountain Transit,2025-01-17T20:56:23.361933Z,True,200,2025-01-17T20:56:23.361933Z,True,200,c300be0498aad63c2696c0a4430ca558d7b8a8b1,2024-12-19T13:51:13.648312Z,,,,United States of America,California,,,,,,,,
f-drmr-brockton~ma~us,GTFS,https://data.trilliumtransit.com/gtfs/brockton-ma-us/brockton-ma-us.zip,,,,Brockton Area Transit Authority,2025-01-17T21:26:56.627877Z,True,200,2025-01-17T21:26:56.627877Z,True,200,9968e3b2236dd93b94477b87ca01b70d4645fc08,2024-11-29T03:27:19.855175Z,,,,United States of America,Massachusetts,,,,,,,,
f-9qnx-bullheadareatransit~az~us,GTFS,https://data.trilliumtransit.com/gtfs/bullheadareatransit-az-us/bullheadareatransit-az-us.zip,,,,Bullhead Area Transit System,2025-01-17T18:05:54.967742Z,True,200,2025-01-17T18:05:54.967742Z,True,200,aab6884c331bbee8ec1a0c18704bf6e20af9f817,2022-12-27T23:00:38.347544Z,,,,United States of America,Arizona,United States of America,Nevada,,,,,,
f-9x-bustang~co~us,GTFS,https://data.trilliumtransit.com/gtfs/outrider-co-us/outrider-co-us.zip,,,,Bustang Outrider,2025-01-17T22:20:02.680926Z,True,200,2025-01-17T22:20:02.680926Z,True,200,3d7e4469bc4d0dac717590dd56a6fa709adb35bf,2024-11-05T21:38:25.866279Z,,,,United States of America,Colorado,,,,,,,,
f-c2pvx-butte~mt~us,GTFS,,,,,Butte-Silver Bow,2024-10-28T21:42:40.302567Z,True,200,2024-10-28T21:42:40.302567Z,True,200,24f7c8e79cc775d2bb75df653a2d4528be850d7f,2021-01-23T00:06:41.873524Z,outdated,,,United States of America,Montana,,,,,,,,
f-9qf-calaveras~ca~us,GTFS,https://data.trilliumtransit.com/gtfs/calaveras-ca-us/calaveras-ca-us.zip,,,,Calaveras Connect,2025-01-17T20:53:46.74661Z,True,200,2025-01-17T20:53:46.74661Z,True,200,aecf596327d26597c563120fc4b9023e99cae274,2024-10-08T21:15:12.939514Z,,,,United States of America,California,,,,,,,,
f-drtd-capeann~ma~us,GTFS,https://data.trilliumtransit.com/gtfs/capeann-ma-us/capeann-ma-us.zip,,,,Cape Ann Transportation Authority,2025-01-17T05:56:14.945299Z,True,200,2025-01-17T05:56:14.945299Z,True,200,0c868f6d43ac96a35bf62b9312fc6c6a297b97a8,2025-01-16T03:14:51.780958Z,,,,United States of America,Massachusetts,,,,,,,,
f-dq25-capital~area~transit~nc~us,GTFS,https://goraleigh.org/gr_gtfs,,,,GoRaleigh,2025-01-17T22:38:23.181299Z,True,200,2025-01-17T22:38:23.181299Z,True,200,f891153ff4055a3fcbea2389b0a5586b0d96a35c,2025-01-17T21:42:08.226096Z,,,,United States of America,North Carolina,,,,,,,,
f-dnrg-cary~transit~nc~us,GTFS,https://www.gocary.org/_GTFS,,,,GoCary,2025-01-17T18:59:04.750239Z,True,200,2025-01-17T18:59:04.750239Z,True,200,dddfc218fb1b53aded96592cff021a0fe9e580b5,2025-01-08T01:04:39.569219Z,,,,United States of America,North Carolina,,,,,,,,
f-dru-chittendoncounty~vt~us,GTFS,https://data.trilliumtransit.com/gtfs/ccta-vt-us/ccta-vt-us.zip,,,,"Special Services Transportation Agency, Green Mountain Transit",2025-01-18T02:40:27.127054Z,True,200,2025-01-18T02:40:27.127054Z,True,200,7d56c0fca63a931b24a46bdda5031e1ca2057e7b,2025-01-16T23:54:28.796688Z,,,,United States of America,Vermont,,,,,,,,
